"","id","uri","data","dataHoraRegistro","idOrgao","uriOrgao","siglaOrgao","idEvento","uriEvento","aprovacao","votosSim","votosNao","votosOutros","descricao","ultimaAberturaVotacao_dataHoraRegistro","ultimaAberturaVotacao_descricao","ultimaApresentacaoProposicao_dataHoraRegistro","ultimaApresentacaoProposicao_descricao","ultimaApresentacaoProposicao_idProposicao","ultimaApresentacaoProposicao_uriProposicao"
"40","2266921-7","https://dadosabertos.camara.leg.br/api/v2/votacoes/2266921-7",2021-03-03,2021-03-03 15:23:43,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60484,"https://dadosabertos.camara.leg.br/api/v2/eventos/60484",1,354,83,1,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 354; não: 83; total: 437.",NA,NA,NA,NA,0,NA
"41","2260781-10","https://dadosabertos.camara.leg.br/api/v2/votacoes/2260781-10",2021-03-03,2021-03-03 16:18:24,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60484,"https://dadosabertos.camara.leg.br/api/v2/eventos/60484",1,339,124,4,"Aprovado o Requerimento de Urgência (Art. 155 do RICD). Sim: 339; não: 124; abstenção: 3; total: 466.",NA,NA,NA,NA,0,NA
"42","2217142-31","https://dadosabertos.camara.leg.br/api/v2/votacoes/2217142-31",2021-03-03,2021-03-03 16:18:27,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",0,NA,1,0,0,0,"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 2214/2020.",NA,NA,NA,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 2214/2020, pelo Deputado Efraim Filho (DEM/PB) e outros, que ""Requer regime de urgência na apreciação da Mensagem 369/2019, que trata do "Texto do Sexagésimo Quarto Protocolo Adicional ao Acordo de Complementação Econômica Nº 35 (ACE-35), que incorpora ao referido Acordo o Acordo de Livre Comércio (ALC) entre o Brasil e o Chile, assinado em Santiago, em 21 de novembro de 2018.""".",2260781,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2260781"
"43","2217142-32","https://dadosabertos.camara.leg.br/api/v2/votacoes/2217142-32",2021-03-03,2021-03-03 16:18:27,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",0,NA,1,0,0,0,"Aprovado requerimento n. 2214/2020 do Sr. Efraim Filho que requer regime de urgência na apreciação da Mensagem 369/2019, que trata do "Texto do Sexagésimo Quarto Protocolo Adicional ao Acordo de Complementação Econômica Nº 35 (ACE-35), que incorpora ao referido Acordo o Acordo de Livre Comércio (ALC) entre o Brasil e o Chile, assinado em Santiago, em 21 de novembro de 2018."",NA,NA,NA,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 2214/2020, pelo Deputado Efraim Filho (DEM/PB) e outros, que ""Requer regime de urgência na apreciação da Mensagem 369/2019, que trata do "Texto do Sexagésimo Quarto Protocolo Adicional ao Acordo de Complementação Econômica Nº 35 (ACE-35), que incorpora ao referido Acordo o Acordo de Livre Comércio (ALC) entre o Brasil e o Chile, assinado em Santiago, em 21 de novembro de 2018.""".",2260781,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2260781"
"44","2268029-100","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268029-100",2021-03-03,2021-03-03 16:52:27,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60484,"https://dadosabertos.camara.leg.br/api/v2/eventos/60484",1,0,0,0,"Aprovada a Subemenda Substitutiva Global Reformulada ao Projeto de Lei nº 5.638, de 2020, adotada pela Relatora da Comissão de Desenvolvimento Econômico, Indústria, Comércio e Serviços, ressalvados os destaques.",2021-03-03 16:27:41,"Votação, quanto ao mérito, em turno único.",NA,"Apresentação do Requerimento n. 359/2021, pelo Deputado Ted Conti (PSB/ES) e outros, que ""Requer coautoria do Projeto de Lei 5638/2020"".",2271929,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271929"
"45","2268029-104","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268029-104",2021-03-03,2021-03-03 17:39:19,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60484,"https://dadosabertos.camara.leg.br/api/v2/eventos/60484",0,178,259,1,"Rejeitada a Emenda de Plenário nº 7. Sim: 178; não: 259; total: 437.",2021-03-03 17:03:55,"Votação do DTQ 10: PSB: Emenda de Plenário 7 (art. 161, II)",NA,"Apresentação do Requerimento n. 359/2021, pelo Deputado Ted Conti (PSB/ES) e outros, que ""Requer coautoria do Projeto de Lei 5638/2020"".",2271929,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271929"
"46","2263719-35","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263719-35",2021-03-03,2021-03-03 18:51:27,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60484,"https://dadosabertos.camara.leg.br/api/v2/eventos/60484",1,0,0,0,"Aprovado o Requerimento.",NA,NA,2021-03-03 17:56:22,"Parecer proferido em Plenário pelo Relator, Dep. Capitão Alberto Neto (REPUBLIC-AM), pela Comissão Mista do Congresso Nacional, que conclui pelo atendimento dos pressupostos constitucionais de relevância e urgência da Medida Provisória nº 1.006, de 2020; pela constitucionalidade, juridicidade e boa técnica legislativa desta, e das emendas apresentadas perante a Comissão Mista, com a ressalva das Emendas de nºs 17 e 48, que consideramos não guardarem pertinência temática com a matéria tratada na MPV; pela não implicação sobre as receitas ou despesas públicas desta, e, quanto às emendas apresentadas perante a Comissão Mista, pela não implicação sobre as despesas ou receitas públicas das Emendas de nºs 1 a 16; 18 a 47; 49 e 50; pela inadequação orçamentária e financeira das Emendas de nºs 17 e 48; e, no mérito, pela aprovação da Medida Provisória nº 1.006, de 2020, e das Emendas de nºs 8, 9, 13, 15, 19, 40, 42, 50, acolhidas parcial ou integralmente, na forma do Projeto de Lei de Conversão apresentado, e pela rejeição das demais Emendas.",2271981,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271981"
"47","2270990-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270990-3",2021-03-03,2021-03-03 14:58:42,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelas Deputadas Adriana Ventura e Dra. Soraya Manato",NA,NA,NA,"Apresentação do Requerimento n. 2/2021, pela Deputada Carmen Zanotto (CIDADANIA-SC), que: ""Requer a realização de Audiência Pública para discussão sobre a situação atual da Pandemia de COVID-19 no Brasil na perspectiva dos leitos de UTI, centro de triagem e diagnóstico e a situação e dificuldades dos Estados para o controle da disseminação do SARSCOV-2 e suas complicações. Convidados: CONASS, CONASEMS e Ministério da Saúde"".",0,NA
"48","2270991-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270991-3",2021-03-03,2021-03-03 14:58:52,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelas Deputadas Adriana Ventura e Dra. Soraya Manato.",NA,NA,NA,"Apresentação do Requerimento n. 3/2021, pela Deputada Carmen Zanotto (CIDADANIA-SC), que: ""Requer a realização de Audiência Pública para discussão sobre a luta contra a covid-19 e o surgimento de novas variantes. Convidados: Ministério da Saúde; Dr. Atila Iamarino; Dr. Bergmann Ribeiro; Dra Ester Sabino; Dr. Anderson Brito; e Fiocruz"".",0,NA
"49","2270992-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270992-3",2021-03-03,2021-03-03 14:59:03,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelas Deputadas Adriana Ventura e Dra. Soraya Manato.",NA,NA,NA,"Apresentação do Requerimento n. 4/2021, pela Deputada Carmen Zanotto (CIDADANIA-SC), que: ""Requer a realização de Audiência Pública para discussão sobre a situação atual das vacinas no Brasil. Convidados: PNI do Ministério da Saúde; SVS do Ministério da Saúde; Anvisa; Conass; Conasems; Instituto Butantan; e Fiocruz"".",0,NA
"50","2270994-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270994-3",2021-03-03,2021-03-03 15:00:10,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 5/2021, pelas Deputadas Jandira Feghali (PCdoB-RJ) e Carmen Zanotto (CIDADANIA-SC), que: ""Requer a realização de Audiência Pública para discutir a lotação dos voos comerciais durante o período de pandemia. Convidados: ANAC; e SVS do Ministério da Saúde"".",0,NA
"51","2271045-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271045-3",2021-03-03,2021-03-03 15:00:17,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 6/2021, pelo Deputado Jorge Solla (PT-BA), que: ""Requer a realização de Audiência Pública por videoconferência para discutir a situação das pessoas obesas, a obesidade como fator de risco, a 'gordofobia' e a realização de cirurgias bariátricas durante a pandemia do novo coronavírus. Convidados: Movimento Vai Ter Gorda; Dra. Maria Luisa Jimenez, UFMT; Dra. Camila Vasconcelos, UFBA; Dra. Nélia Almeida, Coletivo de Pessoas com Obesidade da BA; Dr. Nilson Roberto R Oliveira Jr, Hospital de Ilhéus; ONG do Obeso de Itabuna; e CFM"".",0,NA
"52","2271046-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271046-3",2021-03-03,2021-03-03 15:00:24,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 7/2021, pelos Deputados Jorge Solla (PT-BA) e Erika Kokay (PT-DF), que: ""Requer a realização de Audiência Pública remota no âmbito desta Comissão Externa para discutir os riscos a que estão submetidas as pessoas em situação de rua, durante o período da pandemia. Convidados: Movimento Nacional da População em Situação de Rua; Conselho Nacional de Direitos Humanos; Instituto Nacional de Direitos Humanos; Pastoral do Povo de Rua; Associação Nacional dos Defensores Públicos; e Agenda Livre para Informação, Cidadania e Educação"".",0,NA
"53","2271047-3","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271047-3",2021-03-03,2021-03-03 15:00:34,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelas Deputadas Carmen Zanotto, Adriana Ventura e Dra. Soraya Manato.",NA,NA,NA,"Apresentação do Requerimento n. 8/2021, pela Deputada Carla Dickson (PROS-RN), que: ""Requer a realização de audiência pública para debater sobre a fabricação da vacina Brasileira desenvolvida pelo Ministério da Ciência, Tecnologia e Inovações (MCTI). Convidados: Ministério da Ciência, Tecnologia e Informações; e Equipe da REDE VIRUS"".",0,NA
"54","2271048-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271048-2",2021-03-03,2021-03-03 15:00:47,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelas Deputadas Carmen Zanotto, Adriana Ventura e Dra. Soraya Manato.",NA,NA,NA,"Apresentação do Requerimento n. 9/2021, pela Deputada Carla Dickson (PROS/RN), que ""Requer a realização de audiência pública para  debater sobre as sequelas PÓS-COVID"".",0,NA
"55","2271075-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271075-2",2021-03-03,2021-03-03 15:00:56,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pela Deputada Adriana Ventura.",NA,NA,NA,"Apresentação do Requerimento n. 10/2021, pela Deputada Dra. Soraya Manato (PSL-ES), que: ""Requer a realização de Audiência Pública destinada a debater novos tratamentos sobre a COVID-19. Convidados sugeridos:  Dr. Fabio Luiz Costa Pereira e Dr. Eduardo Luchi, Hospital Meridional Serra;  e SCTIE do Ministério da Saúde"".",0,NA
"56","2271131-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271131-2",2021-03-03,2021-03-03 15:01:04,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 11/2021, pelo Deputado Jorge Solla (PT/BA), que ""Requer a realização de Audiência Pública por videoconferência para discutir a atual situação da aquisição da vacina da Pzifer. Convidados: Ministério da Saúde, Conass, Laboratório Pfizer"".",0,NA
"57","2271132-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271132-2",2021-03-03,2021-03-03 15:01:12,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelas Deputadas Carmen Zanotto, Adriana Ventura e Dra. Soraya Manato.",NA,NA,NA,"Apresentação do Requerimento n. 12/2021, pelo Deputado Jorge Solla (PT/BA), que ""Requer a realização de Audiência Pública por videoconferência para debater o financiamento de leitos de UTI pelo Ministério da Saúde. Convidados: Ministério da Saúde, Conass e Conasems"".",0,NA
"58","2271133-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271133-2",2021-03-03,2021-03-03 15:01:20,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 13/2021, pelo Deputado Jorge Solla (PT/BA), que ""Requer a realização de Audiência Pública por videoconferência para discutir a atual situação da aquisição da vacina da Janssen. Convidados: Ministério da Saúde, Conass, Laboratório Janssen"".",0,NA
"59","2271135-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271135-2",2021-03-03,2021-03-03 15:01:28,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 14/2021, pelo Deputado Alexandre Padilha (PT/SP) e outros, que ""Requer a realização de audiência pública para debater a falta de medicamentos e insumos para pacientes internados por COVID-19. Convidados: Wellington Dias, Presidente do Consórcio Nordeste; Conass; Conasems; e Ministério da Saúde"".",0,NA
"60","2271136-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271136-2",2021-03-03,2021-03-03 15:02:10,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 15/2021, pelos Deputados Alexandre Padilha (PT/SP) e Carlos Zarattini PT, que ""Requer a realização de Audiência Pública sobre a necessidade de priorização para vacinação dos trabalhadores e trabalhadoras dos serviços de limpeza e serviço de apoio, nos serviços de saúde, que no exercício de suas funções se expõem diariamente a infecção pela Covid-19. Convidados: Ministério da Saúde; Contracs-CUT; Conass, Conasems; e Representantes dos Sindicatos"".",0,NA
"61","2271774-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271774-2",2021-03-03,2021-03-03 15:02:20,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelos deputados Carmen Zanotto e Rodrigo Coelho.",NA,NA,NA,"Apresentação do Requerimento n. 16/2021, pelos Deputados Pedro Uczai (PT/SC) e Alexandre Padilha PT, que ""Requer a realização de Audiência Pública com a finalidade de debater a falta de leitos de UTI e o colapso da Covid-19 em Santa Catarina. Convidados: Ministério da Saúde, Secretário de Estado da Saúde de SC, Dr. Miguel Nicolelis; e Dr. Lauro Francisco Mattei
"".",0,NA
"62","2271776-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271776-2",2021-03-03,2021-03-03 15:02:30,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 17/2021, pelo Deputado Jorge Solla (PT/BA), que ""Requer a realização de Audiência Pública por videoconferência para discutir a atual situação da aquisição da vacina Sputnik V. Convidados: Ministério da Saúde; Conass; Consórcio Nordeste; e Instituto Gamaleya"".",0,NA
"63","2271777-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271777-2",2021-03-03,2021-03-03 15:02:48,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 18/2021, pelo Deputado Pedro Westphalen (PP/RS), que ""Requer a realização de audiência pública para debater sobre Pacientes com sequela do pós-AVC sem atendimento durante a pandemia do Covid19"".",0,NA
"64","2271783-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271783-2",2021-03-03,2021-03-03 15:02:56,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado. Subscrito pelas Deputadas Carmen Zanotto,  Adriana Ventura e Dra. Soraya Manato.",NA,NA,NA,"Apresentação do Requerimento n. 19/2021, pelo Deputado Alexandre Padilha (PT/SP), que ""Requer a realização de audiência pública por teleconferência para debater o tema das novas variantes do Sars-Cov-2 no Brasil os seus impactos nas cidades brasileiras.  Convidados: Ministério da Saúde; CNS; Prefeito de Araraquara; Dra Esther Sabino, da Faculdade de Medicina da USP; Dr. Marcos Lacerda, da Fiocruz; Conass; e Conasems"".",0,NA
"65","2271833-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271833-2",2021-03-03,2021-03-03 15:03:06,538779,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538779","CEXCORVI",60449,"https://dadosabertos.camara.leg.br/api/v2/eventos/60449",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 20/2021, pela Deputada Mariana Carvalho (PSDB/RO), que ""Sugere ao Sr. Ministro de Estado da Saúde, em caráter de urgência, ações para a reabertura imediata de Hospitais de Campanha para o enfrentamento à COVID-19"".",0,NA
"66","2268029-46","https://dadosabertos.camara.leg.br/api/v2/votacoes/2268029-46",2021-03-02,2021-03-02 17:04:28,4,"https://dadosabertos.camara.leg.br/api/v2/orgaos/4","MESA",0,NA,1,0,0,0,"Deferido o Requerimento n. 257/2021, conforme o seguinte teor: ""Defiro, nos termos do art. 102, § 4º, do RICD. Publique-se.""",NA,NA,NA,NA,0,NA
"67","2270971-78","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270971-78",2021-03-02,2021-03-02 20:06:22,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60451,"https://dadosabertos.camara.leg.br/api/v2/eventos/60451",1,0,0,0,"Aprovada a Redação Final assinada pelo Relator, Dep. Igor Timo (PODEMOS-MG).",2021-03-02 20:05:57,"Votação da Redação Final.",2021-03-02 17:58:30,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Igor Timo (PODE-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2271817,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271817"
"68","2263411-39","https://dadosabertos.camara.leg.br/api/v2/votacoes/2263411-39",2021-03-02,2021-03-02 20:42:37,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60451,"https://dadosabertos.camara.leg.br/api/v2/eventos/60451",1,0,0,0,"Aprovada a Redação Final assinada pelo Relator, Dep. Evair Vieira de Melo (PP-ES).",2021-03-02 20:42:03,"Votação da Redação Final.",2021-03-02 20:09:59,"Parecer proferido em Plenário pelo Relator, Dep. Evair Vieira de Melo (PP-ES), que conclui pela constitucionalidade, juridicidade e regimentalidade, pelo atendimento dos pressupostos de urgência, relevância, imprevisibilidade, pela adequação orçamentária e financeira, e, no mérito, pela aprovação da MPV nº 1.004/2020.",2271841,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271841"
"69","2271051-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271051-2",2021-03-02,2021-03-02 15:29:26,538903,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538903","GTELEI",60475,"https://dadosabertos.camara.leg.br/api/v2/eventos/60475",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 3/2021, pelo Deputado Otto Alencar Filho (PSD-BA), que: ""Requer a inclusão de especialista em Direito Eleitoral - Tyago Aires - para compor o grupo de trabalho"".",0,NA
"70","2271053-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271053-2",2021-03-02,2021-03-02 15:29:41,538903,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538903","GTELEI",60475,"https://dadosabertos.camara.leg.br/api/v2/eventos/60475",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 4/2021, pelo Deputado Otto Alencar Filho (PSD/BA), que ""Requer a inclusão de especialista em Direito Eleitoral para compor o grupo de trabalho"".",0,NA
"71","2271056-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271056-2",2021-03-02,2021-03-02 15:33:11,538903,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538903","GTELEI",60475,"https://dadosabertos.camara.leg.br/api/v2/eventos/60475",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 5/2021, pelo Deputado Lafayette de Andrada (REPUBLIC/MG), que ""Requer a inclusão de convidado em Audiência Pública a ser realizada no âmbito do Grupo de Trabalho destinado a avaliar e propor estratégias normativas com vistas ao aperfeiçoamento e sistematização da legislação eleitoral e processual eleitoral brasileira"".",0,NA
"72","2271093-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271093-2",2021-03-02,2021-03-02 15:35:16,538903,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538903","GTELEI",60475,"https://dadosabertos.camara.leg.br/api/v2/eventos/60475",1,0,0,0,"Aprovado.",NA,NA,NA,"Apresentação do Requerimento n. 6/2021, pela Deputada Leandre (PV/PR), que ""Requer a inclusão de especialistas  para participar das audiências públicas que constam no Plano de Trabalho do Grupo de Trabalho de Reforma da Legislação Eleitoral"".",0,NA
"73","2271126-2","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271126-2",2021-03-02,2021-03-02 15:47:01,538903,"https://dadosabertos.camara.leg.br/api/v2/orgaos/538903","GTELEI",60475,"https://dadosabertos.camara.leg.br/api/v2/eventos/60475",1,0,0,0,"Aprovado, subscrito pela Deputada Soraya Santos, com o acréscimo do senhor Marcos de Carvalho, na Audiência de Propaganda Eleitoral na Internet e mais dois nomes relacionados à mídia digital, a serem enviados posteriormente.",NA,NA,NA,"Apresentação do Requerimento n. 7/2021, pelo Deputado Orlando Silva (PCdoB/SP), que ""Requer a inclusão do Sr. Cristiano Vilela na audiência pública para debater Partidos Políticos, Convenções Partidárias e Coligações"".",0,NA
"74","2271064-7","https://dadosabertos.camara.leg.br/api/v2/votacoes/2271064-7",2021-03-02,2021-03-02 16:33:53,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60451,"https://dadosabertos.camara.leg.br/api/v2/eventos/60451",1,0,0,0,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,NA,NA,NA,0,NA
"75","2270971-22","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270971-22",2021-03-02,2021-03-02 16:33:59,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",0,NA,1,0,0,0,"Alteração do Regime de Tramitação desta proposição em virtude da Aprovação do REQ 321/2021.",NA,NA,NA,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 321/2021, pelo Deputado Hugo Motta (REPUBLIC/PB), que ""Requer urgência para a apreciação do Projeto de Lei 534/2021, de autoria do Senado Federal, que "Dispõe sobre a responsabilidade civil relativa a eventos adversos pós-vacinação contra a Covid-19 e sobre a aquisição e distribuição de vacinas por pessoas jurídicas de direito privado"".",2271064,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271064"
"76","2270971-23","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270971-23",2021-03-02,2021-03-02 16:33:59,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",0,NA,1,0,0,0,"Aprovado requerimento n. 321/2021 do Sr. Hugo Motta que requer urgência para a apreciação do Projeto de Lei 534/2021, de autoria do Senado Federal, que "Dispõe sobre a responsabilidade civil relativa a eventos adversos pós-vacinação contra a Covid-19 e sobre a aquisição e distribuição de vacinas por pessoas jurídicas de direito privado.",NA,NA,NA,"Apresentação do Requerimento de Urgência (Art. 155 do RICD) n. 321/2021, pelo Deputado Hugo Motta (REPUBLIC/PB), que ""Requer urgência para a apreciação do Projeto de Lei 534/2021, de autoria do Senado Federal, que "Dispõe sobre a responsabilidade civil relativa a eventos adversos pós-vacinação contra a Covid-19 e sobre a aquisição e distribuição de vacinas por pessoas jurídicas de direito privado"".",2271064,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271064"
"77","2266365-9","https://dadosabertos.camara.leg.br/api/v2/votacoes/2266365-9",2021-03-02,2021-03-02 16:52:55,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60451,"https://dadosabertos.camara.leg.br/api/v2/eventos/60451",1,0,0,0,"Aprovado, por unanimidade, o Requerimento de Urgência (Art. 155 do RICD).",NA,NA,NA,NA,0,NA
"78","2270971-36","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270971-36",2021-03-02,2021-03-02 17:46:17,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60451,"https://dadosabertos.camara.leg.br/api/v2/eventos/60451",1,0,0,0,"Aprovado o Requerimento.",NA,NA,2021-03-02 17:01:48,"Parecer proferido em Plenário pelo Relator, Dep. Igor Timo (PODE-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa deste.",2271787,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271787"
"79","2270971-50","https://dadosabertos.camara.leg.br/api/v2/votacoes/2270971-50",2021-03-02,2021-03-02 18:10:31,180,"https://dadosabertos.camara.leg.br/api/v2/orgaos/180","PLEN",60451,"https://dadosabertos.camara.leg.br/api/v2/eventos/60451",0,0,0,0,"Rejeitadas as Emendas de Plenário.",2021-03-02 17:53:02,"Votação das Emendas de Plenário, com parecer pela rejeição.",2021-03-02 17:58:30,"Parecer às Emendas de Plenário proferido pelo Relator, Dep. Igor Timo (PODE-MG), pela Comissão de Constituição e Justiça e de Cidadania, que conclui pela constitucionalidade, juridicidade e técnica legislativa.",2271817,"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2271817"
