"","id","uri","sigla","nome","apelido","codTipoOrgao","tipoOrgao","nomePublicacao"
"445",96238,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96238","BREDE","Bancada do REDE","Bancada do REDE",81000,"Bancada","Bancada do REDE"
"446",96240,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96240","BPMB","Bancada do PMB","Bancada do PMB",81000,"Bancada","Bancada do PMB"
"447",96246,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96246","BPMDB/PP/D","Bancada do PMDB/PP/DEM/PRB/PTB/SD/PTN/PSC/PHS/PEN","Bancada do PMDB/PP/DEM/PRB/PTB/SD/PTN/PSC/PHS/PEN",81000,"Bancada","Bancada do PMDB/PP/DEM/PRB/PTB/SD/PTN/PSC/PHS/PEN"
"448",96247,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96247","BPT/PR/PSD","Bancada do PT/PR/PSD/PCdoB/PROS","Bancada do PT/PR/PSD/PCdoB/PROS",81000,"Bancada","Bancada do PT/PR/PSD/PCdoB/PROS"
"449",96323,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96323","BAVANTE","Bancada do AVANTE","Bancada do AVANTE",81000,"Bancada","Bancada do AVANTE"
"450",96324,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96324","BS.PART.","Bancada do S.PART.","Bancada do S.PART.",81000,"Bancada","Bancada do S.PART."
"451",96330,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96330","BPPL","Bancada do PPL","Bancada do PPL",81000,"Bancada","Bancada do PPL"
"452",96337,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96337","BPSL/PP/PS","Bancada do PSL/PP/PSD/MDB/PL/REPUBLICANOS/DEM/PSDB/PTB/PSC/PMN","Bancada do PSL/PP/PSD/MDB/PL/REPUBLICANOS/DEM/PSDB/PTB/PSC/PMN",81000,"Bancada","Bancada do PSL/PP/PSD/MDB/PL/REPUBLICANOS/DEM/PSDB/PTB/PSC/PMN"
"453",96338,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96338","BPDT/PODE/","Bancada do PDT/PODE/SOLIDARIEDADE/PCdoB/PATRIOTA/CIDADANIA/PROS/AVANTE/PV/DC","Bancada do PDT/PODE/SOLIDARIEDADE/PCdoB/PATRIOTA/CIDADANIA/PROS/AVANTE/PV/DC",81000,"Bancada","Bancada do PDT/PODE/SOLIDARIEDADE/PCdoB/PATRIOTA/CIDADANIA/PROS/AVANTE/PV/DC"
"454",96339,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96339","BPT/PSB/PS","Bancada do PT/PSB/PSOL/REDE","Bancada do PT/PSB/PSOL/REDE",81000,"Bancada","Bancada do PT/PSB/PSOL/REDE"
"455",96340,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96340","BNOVO","Bancada do NOVO","Bancada do NOVO",81000,"Bancada","Bancada do NOVO"
"456",96341,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96341","BPTC","Bancada do PTC","Bancada do PTC",81000,"Bancada","Bancada do PTC"
"457",96426,"https://dadosabertos.camara.leg.br/api/v2/orgaos/96426","BS.PART.","Bancada do S.PART.","Bancada do S.PART.",81000,"Bancada","Bancada do S.PART."
"458",100001,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100001","SECAP(SGM)","Seção de Registro e Controle de Análise da Proposição/SGM","SECAP(SGM)",12000,"Órgão da Câmara dos Deputados","SECAP(SGM)"
"459",100002,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100002","COAPP(SGM)","Coordenação de Apoio ao Plenário - SGM","COAPP",12000,"Órgão da Câmara dos Deputados","COAPP"
"460",100003,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100003","SILEG","Coordenação SILEG","Coordenação SILEG",12000,"Órgão da Câmara dos Deputados","Coordenação SILEG"
"461",100005,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100005","FENADADOS","Federação Nacional dos Trabalhadores em Processamento de Dados","FENADADOS",70000,"Sociedade Civil","FENADADOS"
"462",100007,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100007","FNTTAA","Federação Nacional dos Trabalhadores em Transportes Aquaviários e Afins","29/06/2007 a 28/06/2010",70000,"Sociedade Civil","29/06/2007 a 28/06/2010"
"463",100008,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100008","MPMPL","Movimento Popular Pró-Moralização no Poder Legislativo","dez 2009",70000,"Sociedade Civil","dez 2009"
"464",100009,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100009","ANAMATRA","Associação Nacional dos Magistrados da Justiça do Trabalho","16/05/2007 a 16/05/2009",70000,"Sociedade Civil","16/05/2007 a 16/05/2009"
"465",100010,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100010","ANAF","Associação Nacional dos Árbitros de Futebol","Mandato são de 3 anos",70000,"Sociedade Civil","Mandato são de 3 anos"
"466",100011,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100011","SUSPJESP","Sindicato União dos Servidores do Poder Judiciário do Estado de São Paulo","SUSPJESP",70000,"Sociedade Civil","SUSPJESP"
"467",100012,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100012","ABMH","Associação Brasileira dos Mutuários da Habitação","ABMH",70000,"Sociedade Civil","ABMH"
"468",100013,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100013","ASUAL","Associação Secundarista e Universitária de Alagoas","2005 até 2009",70000,"Sociedade Civil","2005 até 2009"
"469",100014,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100014","ABIFITO","Associação Brasileira da Indústria Fitoterápica","ABIFITO",70000,"Sociedade Civil","ABIFITO"
"470",100015,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100015","CAM","Conselho Administrativo Municipal de Grupiara","De 2 e 2 anos - Fevereiro",70000,"Sociedade Civil","De 2 e 2 anos - Fevereiro"
"471",100016,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100016","ACC","Associação Comercial do Crato","ACC",70000,"Sociedade Civil","ACC"
"472",100017,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100017","ASCEC","Associação de Cosmetologia e Estética do Ceará","março/2001 até março/2003",70000,"Sociedade Civil","março/2001 até março/2003"
"473",100018,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100018","MPV03602","Abre crédito extraordinário, em favor da Justiça do Trabalho e do Ministério da Integração Nacional, no valor global de   R$ 124.210.542,00 para os fins que especifica.","MPV 36",9,"Comissão Medida Provisória","MPV 36"
"474",100021,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100021","SINDISERJ","Sindicato dos Servidores do Poder Judiciário no Estado de Sergipe","Mandato 29/02/2008",70000,"Sociedade Civil","Mandato 29/02/2008"
"475",100022,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100022","AGENDE","Ações em Gênero Cidadania e Desenvolvimento","2001/2003",70000,"Sociedade Civil","2001/2003"
"476",100023,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100023","CERTO","Centro Evangélico de Reabilitação e Trabalho Orientado de Uberlândia","29/10/06 a 29/10/08",70000,"Sociedade Civil","29/10/06 a 29/10/08"
"477",100024,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100024","STIAM","Sindicato dos Trabalhadores nas Indústrias de Alimentação e Afins de Marília e Região","dez/2011",70000,"Sociedade Civil","dez/2011"
"478",100025,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100025","ABRA","Associação Brasileira de Acessibilidade","ABRA",70000,"Sociedade Civil","ABRA"
"479",100026,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100026","CFT-PR","Coord. Federativa de Trabalhadores do Estado do Paraná","junho/2006 a junho/2008",70000,"Sociedade Civil","junho/2006 a junho/2008"
"480",100027,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100027","AASP","Associação dos Advogados de São Paulo","todo ano - 2007",70000,"Sociedade Civil","todo ano - 2007"
"481",100028,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100028","FBACM","Federação Bras. das Associações Cristãs de Moços","FBACM",70000,"Sociedade Civil","FBACM"
"482",100029,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100029","ACPMPRIMO","Assoc. Com. Peq. Méd. Produtores Rurais de Inhames","ACPMPRIMO",70000,"Sociedade Civil","ACPMPRIMO"
"483",100030,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100030","ASCOPAMA","Assoc. Com. Peq. Apicultores Moradores Alagadiço","ASCOPAMA",70000,"Sociedade Civil","ASCOPAMA"
"484",100031,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100031","ASCOMPS","Assoc. Com. Peq. Produtores Rurais de Pau Santo","ASCOMPS",70000,"Sociedade Civil","ASCOMPS"
"485",100032,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100032","ASCOMBEVI","Assoc. Com. Peq. Produtores Rurais de Bela Vista","ASCOMBEVI",70000,"Sociedade Civil","ASCOMBEVI"
"486",100033,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100033","COMPTRUVI","Coop. Mista Peq. Trabalhadores Rurais de Vicência","COMPTRUVI",70000,"Sociedade Civil","COMPTRUVI"
"487",100034,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100034","CDV","Centro em Defesa da Vida","CDV",70000,"Sociedade Civil","CDV"
"488",100035,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100035","FENAPAES","Federação Nacional das APAEs","01/01/2006 a 31/12/2008",70000,"Sociedade Civil","01/01/2006 a 31/12/2008"
"489",100036,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100036","FEBIEX","Federação Brasileira Instituições de Reabilitação","FEBIEX",70000,"Sociedade Civil","FEBIEX"
"490",100037,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100037","CONANDA","Cons. Nac. Direitos da Criança e do Adolescente","01/01/2007 a 31/12/2008",70000,"Sociedade Civil","01/01/2007 a 31/12/2008"
"491",100038,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100038","IACBEAS","Inst. Adventista Central Bras. de Educ. e Assist.","IACBEAS",70000,"Sociedade Civil","IACBEAS"
"492",100039,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100039","CENPA","Centro Desenvol. Capacitação Profissional Paraíba","CENPA",70000,"Sociedade Civil","CENPA"
"493",100040,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100040","CIENAL","Sociedade Promoção Desenv. Científico e Social","CIENAL",70000,"Sociedade Civil","CIENAL"
"494",100041,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100041","ANCA","Associação Nacional de Cooperação Agrícola","ANCA",70000,"Sociedade Civil","ANCA"
"495",100042,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100042","ASSENIT","Associação dos Esteticistas de Niterói","jan/2007 até out/2009",70000,"Sociedade Civil","jan/2007 até out/2009"
"496",100044,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100044","SGM","Secretário Geral da Mesa - SGM","SGM",12000,"Órgão da Câmara dos Deputados","SGM"
"497",100045,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100045","SGMGAB","Chefia de Gabinete - SGM","SGMGab",12000,"Órgão da Câmara dos Deputados","SGMGab"
"498",100046,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100046","CEDI","Centro de Documentação e Informação","CeDI",12000,"Órgão da Câmara dos Deputados","CeDI"
"499",100047,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100047","SECAD(SGM)","Seção de Cadastro e Controle","SECAD(SGM)",12000,"Órgão da Câmara dos Deputados","SECAD(SGM)"
"500",100048,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100048","ACOBRÁS","Associação de Classe dos Consumidores Brasileiros","05/12/2002 até 05/12/2007",70000,"Sociedade Civil","05/12/2002 até 05/12/2007"
"501",100049,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100049","ACM","Associação Cearense de Magistrados","2002/2003",70000,"Sociedade Civil","2002/2003"
"502",100050,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100050","SEAUT(SGM)","Seção de Autógrafos","SEAUT(SGM)",12000,"Órgão da Câmara dos Deputados","SEAUT(SGM)"
"503",100054,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100054","NATEC(SGM)","Núcleo de Assessoramento Técnico","NATEC(SGM)",12000,"Órgão da Câmara dos Deputados","NATEC(SGM)"
"504",100055,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100055","SEPUB(SGM)","Seção de Publicação do Diário da Câmara dos Deputados","SEPUB(SGM)",12000,"Órgão da Câmara dos Deputados","SEPUB(SGM)"
"505",100057,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100057","SEAPAR","Federação das Associações de Engenharia, Arquitetura e Agronomia do Estado do Paraná","SEAPAR",70000,"Sociedade Civil","SEAPAR"
"506",100058,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100058","CMCLA","Câmara Municipal de Conceição do Lago Açu","CMCLA",70000,"Sociedade Civil","CMCLA"
"507",100059,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100059","SPL","Sebastião Pereira Leite - Vereador da Câmara Municpal de Buriti - MA","SPL",70000,"Sociedade Civil","SPL"
"508",100061,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100061","NAJUR(SGM)","Núcleo de Assessoramento Jurídico/SGM","NAJUR(SGM)",12000,"Órgão da Câmara dos Deputados","NAJUR(SGM)"
"509",100062,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100062","ATITUDE","Ação Total dos Indivíduos da Terra Unidos em Defesa da Ecologia","junho/04 a junho/07",70000,"Sociedade Civil","junho/04 a junho/07"
"510",100067,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100067","SERAM(SGM)","Serviço de Apoio as Reuniões da Mesa","SERAM(SGM)",12000,"Órgão da Câmara dos Deputados","SERAM(SGM)"
"511",100068,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100068","SERCO(SGM)","Seção de Registro de Comissões","SERCO(SGM)",12000,"Órgão da Câmara dos Deputados","SERCO(SGM)"
"512",100070,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100070","DETAQ","Departamento de Taquigrafia","DETAQ",12500,"Órgão Legislativo da CD","DETAQ"
"513",100071,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100071","MPV12503","Institui no Brasil o sistema de Certificação do Processo Kemberley - SCPK, relativo à exportação e à importação de diamantes brutos, e dá outras providências.","MPV125",9,"Comissão Medida Provisória","MPV125"
"514",100072,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100072","MPV12603","Dispõe sobre a assunção, pela União, de responsabilidades civis perante terceiros no caso de atentados terroristas, atos de guerra ou eventos correlatos, contra aeronaves de matrícula brasileira operadas por empresas brasileiras de transporte aéreo público, excluídas as empresas de táxi aéreo.","MPV126",9,"Comissão Medida Provisória","MPV126"
"515",100073,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100073","MPV12703","Dispõe sobre a criação do Programa Emergencial e Excepcional  de Apoio às Concessionárias de Serviços Públicos de Distribuição de Energia Elétrica e dá outras providências.","MPV127",9,"Comissão Medida Provisória","MPV127"
"516",100074,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100074","SINDPORÃ","Sindicato Rural de Iporã","SINDPORÃ",70000,"Sociedade Civil","SINDPORÃ"
"517",100075,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100075","MPV12803","Revoga a Medida Provisória nº 124, de 11 de julho de 2003, que dispõe sobre o Quadro de Pessoal da Agência Nacional de Águas, e dá outras providências.","MPV128",9,"Comissão Medida Provisória","MPV128"
"518",100076,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100076","GCAISL","Golden Cross Assistência Internacional de Saúde Ltda.","Golden Cross",70000,"Sociedade Civil","Golden Cross"
"519",100077,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100077","MPV12803","Revoga a Medida Provisória nº 124, de 11 de julho de 2003, que dispõe sobre o Quadro de Pessoal da Agência Nacional de Águas e dá outras providências.","MPV128",9,"Comissão Medida Provisória","MPV128"
"520",100078,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100078","MPV12903","Abre, em favor de Encargos Financeiros da União, crédito extraordinário no valor R$ 2.300.000.000,00, para os fins que especifica","MPV129",9,"Comissão Medida Provisória","MPV129"
"521",100079,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100079","MPV13003","Dispõe sobre a autorização para desconto de prestações em folha de pagamento, e dá outras providências","MPV130",9,"Comissão Medida Provisória","MPV130"
"522",100080,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100080","UNGB","União Nacional dos Garimpeiros e Mineradores do Brasil.","UNGB",70000,"Sociedade Civil","UNGB"
"523",100081,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100081","MPV13103","Estabelece normas para o plantio e comercialização da produção de soja da safra de 2004, e dá outras providências","MPV131",9,"Comissão Medida Provisória","MPV131"
"524",100082,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100082","SECOD(SGM)","Seção de Elaboração e Controle da Ordem do Dia","SECOD(SGM)",12000,"Órgão da Câmara dos Deputados","SECOD(SGM)"
"525",100083,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100083","SOATA(SGM)","Seção de ATAS","SOATA(SGM)",12000,"Órgão da Câmara dos Deputados","SOATA(SGM)"
"526",100084,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100084","SESQO(SGM)","Seção de Controle e Sistematização de Questão de Ordem","SESQO(SGM)",12000,"Órgão da Câmara dos Deputados","SESQO(SGM)"
"527",100085,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100085","MPV13303","Cria o Programa Especial de Habitação Popular - PEHP e dá outras providências.","MPV13303",9,"Comissão Medida Provisória","MPV13303"
"528",100086,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100086","MPV13403","Abre crédito extraordinário, em favor dos Ministérios das Cidades, no valor de R$80.000.000,00, para os fins que especifica.","MPV13403",9,"Comissão Medida Provisória","MPV13403"
"529",100087,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100087","CAD","Centro Acadêmico Edézio Nery Caon","",70000,"Sociedade Civil",""
"530",100088,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100088","ABSF","Associação de Beneficência São Francisco","ABSF",22000,"Órgão do Senado Federal","ABSF"
"531",100089,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100089","FUNDASV","Fundação São Vicente","FUNDASV",70000,"Sociedade Civil","FUNDASV"
"532",100090,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100090","OSNSG","Obra Social Nossa Srª da Glória-Fazenda Esperança","Parecer ser Vitalício",70000,"Sociedade Civil","Parecer ser Vitalício"
"533",100091,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100091","SPSP","Sociedade Pestalozzi de São Paulo","SPSP",70000,"Sociedade Civil","SPSP"
"534",100092,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100092","ANPA","Associação Nacional  dos Pequenos Agricultores","3 anos",70000,"Sociedade Civil","3 anos"
"535",100093,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100093","MPV13503","Altera a Legislação Tributária Nacional e dá outras providências.","MPV13503",9,"Comissão Medida Provisória","MPV13503"
"536",100094,"https://dadosabertos.camara.leg.br/api/v2/orgaos/100094","MPV13203","Cria o programa bolsa familia e dá outras providências.","MPV13203",9,"Comissão Medida Provisória","MPV13203"
